EmployeeID,StartDate,DOB,Age,YearsAtCompany,TrainingDate,SurveyDate,Department,JobRole,Attrition,BusinessTravel,Overtime,Gender,MaritalStatus,EducationField,PerformanceRating,MonthlyIncome,NumCompaniesWorked,DistanceFromHome,TrainingProgram,TrainingType,TrainingOutcome,TrainingCost,EngagementScore,SatisfactionScore,WorkLifeBalanceScore
EMP0267,07-May-26,17-Mar-01,25,0,25-May-26,04-Jul-25,Research & Development,Manufacturing Director,Yes,Frequently,No,Female,Widowed,Life Sciences,3,54445,3,14,Customer Service,External,Completed,143.87,1,4,5
EMP0268,12-Dec-20,27-Apr-86,40,5,15-Apr-24,18-Sep-24,Research & Development,Research Director,No,Frequently,No,Female,Widowed,Medical,2,42454,2,14,Customer Service,Internal,Failed,813.17,5,5,3
EMP0269,21-Dec-17,19-Jun-68,58,8,25-Feb-18,04-Mar-25,Research & Development,Manufacturing Director,No,Rarely,Yes,Female,Married,Life Sciences,4,55985,4,14,Communication Skills,Internal,Completed,729.17,4,1,3
EMP0270,30-Oct-22,27-Nov-66,60,3,24-Sep-25,28-Apr-26,Sales,Sales Executive,No,Rarely,No,Male,Divorced,Medical,5,30000,6,5,Customer Service,Internal,Failed,334.8,2,2,4
EMP0271,17-Jul-16,10-Apr-84,42,9,21-Jan-18,25-Feb-26,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Life Sciences,4,51974,7,11,Leadership Development,External,Incomplete,756.25,4,4,3
EMP0272,24-Jun-20,17-Nov-95,31,5,12-Nov-23,19-Apr-26,Research & Development,Research Director,Yes,Rarely,Yes,Male,Married,Life Sciences,1,45637,7,19,Technical Skills,External,Passed,744.89,4,4,4
EMP0273,16-Apr-23,10-Jul-90,36,3,29-Apr-23,08-Dec-24,Research & Development,Manufacturing Director,No,Rarely,No,Male,Single,Other,3,77348,5,5,Project Management,External,Failed,513.41,1,4,4
EMP0274,23-May-21,18-Jan-87,39,5,28-Jan-23,13-Dec-25,Human Resources,HR Generalist,No,Frequently,No,Male,Married,Life Sciences,2,51531,1,4,Project Management,External,Incomplete,719.78,3,2,4
EMP0275,16-Jul-18,06-Dec-67,59,7,09-Jan-21,01-Jan-26,Research & Development,Manufacturing Director,No,Rarely,No,Male,Married,Human Resources,4,82756,4,15,Leadership Development,External,Passed,500.12,3,5,3
EMP0276,29-Oct-24,14-Nov-64,62,1,05-Jun-25,13-May-26,Research & Development,Laboratory Technician,No,Frequently,Yes,Male,Single,Life Sciences,4,92969,2,21,Customer Service,Internal,Failed,401.99,2,3,4
EMP0277,14-Oct-21,02-Aug-69,57,4,20-Jul-23,31-Jan-25,Research & Development,Research Scientist,No,Rarely,No,Female,Married,Other,2,80623,4,7,Communication Skills,Internal,Incomplete,519.84,2,4,4
EMP0278,06-Mar-15,22-Nov-82,44,11,30-Aug-15,31-Dec-24,Research & Development,Manufacturing Director,No,Rarely,Yes,Male,Married,Other,5,60692,6,5,Customer Service,External,Failed,905.62,4,5,4
EMP0279,18-Sep-21,11-Sep-80,46,4,15-Jan-26,13-Feb-26,Research & Development,Manufacturing Director,Yes,Frequently,Yes,Female,Married,Technical Degree,4,67822,6,15,Customer Service,Internal,Passed,446.13,3,3,5
EMP0280,28-Apr-17,05-Jul-78,48,9,21-Jan-25,31-Mar-26,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Technical Degree,4,34500,5,14,Project Management,External,Passed,463.32,4,5,3
EMP0281,05-Jan-18,06-Jul-85,41,8,08-Feb-21,14-Oct-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Divorced,Life Sciences,5,62324,1,24,Project Management,External,Incomplete,647.56,5,4,4
EMP0282,06-Dec-20,08-Aug-70,56,5,31-Jan-26,13-Mar-25,Sales,Sales Representative,No,Rarely,Yes,Female,Single,Other,2,47791,5,24,Communication Skills,External,Incomplete,777.7,4,5,4
EMP0283,03-Aug-17,28-May-90,36,8,18-Oct-23,13-Oct-24,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Other,5,78886,2,3,Project Management,Internal,Incomplete,761.16,4,3,4
EMP0284,26-May-17,02-Aug-95,31,9,18-Feb-23,26-Oct-24,Sales,Sales Executive,Yes,Travel,No,Male,Married,Other,2,116455,3,5,Customer Service,Internal,Completed,117.82,5,5,4
EMP0285,27-Jun-18,14-Jul-69,57,7,21-Sep-24,13-Jul-25,Research & Development,Research Scientist,No,Rarely,Yes,Male,Married,Technical Degree,3,74996,6,12,Leadership Development,Internal,Failed,718.67,4,1,3
EMP0286,09-Feb-21,05-Sep-69,57,5,22-Apr-24,08-Apr-25,Sales,Area Sales Manager,No,Travel,Yes,Male,Single,Medical,5,30000,1,20,Communication Skills,External,Passed,505.5,2,4,3
EMP0287,27-Apr-21,09-Apr-80,46,5,10-Jul-24,20-Nov-25,Research & Development,Laboratory Technician,No,Travel,Yes,Female,Single,Other,5,57775,6,14,Leadership Development,Internal,Passed,571.68,3,3,4
EMP0288,22-Sep-19,21-Jun-91,35,6,16-Jun-21,18-Jul-24,Research & Development,Laboratory Technician,No,Frequently,No,Male,Divorced,Medical,4,67449,2,5,Customer Service,Internal,Passed,605.5,4,2,4
EMP0289,09-Sep-22,28-Aug-99,27,3,21-Mar-23,13-Jul-25,Sales,Sales Executive,No,Rarely,No,Male,Married,Technical Degree,4,66747,2,24,Communication Skills,Internal,Passed,758.55,4,1,3
EMP0290,26-Jul-19,18-Feb-81,45,6,27-Dec-19,19-Oct-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Divorced,Life Sciences,4,50383,6,4,Leadership Development,External,Incomplete,848.2,5,3,4
EMP0291,02-Dec-20,09-Jan-92,34,5,02-Jul-23,19-Feb-26,Sales,Sales Manager,No,Frequently,Yes,Male,Married,Other,5,69905,5,21,Communication Skills,External,Completed,681.63,4,3,5
EMP0292,03-May-26,20-Nov-80,46,0,25-May-26,13-Jul-25,Sales,Area Sales Manager,No,Rarely,No,Female,Married,Life Sciences,2,40149,6,16,Customer Service,External,Failed,607.52,5,3,2
EMP0293,16-Dec-25,28-Jan-66,60,0,24-Jan-26,21-Oct-25,Research & Development,Research Scientist,No,Rarely,No,Male,Divorced,Medical,5,46101,5,7,Communication Skills,External,Incomplete,436.39,1,3,5
EMP0294,19-Aug-20,26-Apr-00,26,5,08-Mar-22,03-Mar-26,Research & Development,Research Scientist,No,Rarely,No,Female,Married,Technical Degree,4,77915,6,3,Customer Service,External,Incomplete,224.09,4,3,2
EMP0295,21-Feb-16,22-Dec-67,59,10,10-Feb-19,12-Oct-25,Sales,Area Sales Manager,Yes,Rarely,Yes,Male,Married,Human Resources,4,44686,5,29,Communication Skills,Internal,Completed,962.72,5,3,4
EMP0296,26-Jan-17,16-Apr-69,57,9,09-Mar-21,15-Apr-25,Research & Development,Manufacturing Director,No,Rarely,Yes,Female,Married,Technical Degree,4,75764,3,22,Communication Skills,Internal,Failed,515.66,3,3,4
EMP0297,01-Jul-24,10-Jun-91,35,1,17-Feb-26,19-Nov-25,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Male,Divorced,Medical,4,37610,4,25,Project Management,External,Passed,609.59,2,5,2
EMP0298,16-Mar-21,07-Apr-04,22,5,09-Aug-22,23-May-25,Sales,Area Sales Manager,No,Rarely,Yes,Female,Married,Life Sciences,5,100296,4,27,Customer Service,External,Failed,775.97,3,4,5
EMP0299,28-Dec-15,25-Dec-97,29,10,08-Aug-18,29-Oct-25,Research & Development,Laboratory Technician,No,Frequently,No,Female,Married,Human Resources,4,49514,5,4,Technical Skills,Internal,Passed,161.57,4,1,4
EMP0300,30-Jan-15,23-Apr-74,52,11,29-Oct-20,28-Mar-26,Sales,Sales Representative,Yes,Rarely,Yes,Male,Single,Other,5,60526,5,20,Communication Skills,Internal,Passed,869.51,1,4,2
EMP0301,25-Jun-22,07-Dec-66,60,3,01-Mar-24,14-Feb-25,Sales,Sales Executive,No,Travel,No,Male,Divorced,Human Resources,3,71612,7,22,Leadership Development,External,Incomplete,817.32,4,4,4
EMP0302,07-Dec-17,18-Apr-79,47,8,18-Dec-18,20-Oct-24,Research & Development,Manufacturing Director,Yes,Rarely,Yes,Male,Single,Marketing,4,53693,7,6,Project Management,Internal,Passed,796.99,2,1,4
EMP0303,15-Nov-20,13-May-84,42,5,27-Jan-24,31-Jan-25,Research & Development,Research Scientist,No,Frequently,No,Male,Married,Other,5,67868,3,3,Project Management,External,Passed,119.78,3,3,5
EMP0304,16-Aug-18,21-Sep-75,51,7,08-Feb-23,17-Apr-26,Research & Development,Research Director,No,Rarely,No,Male,Married,Marketing,4,76507,4,1,Communication Skills,Internal,Failed,573.87,5,4,4
EMP0305,28-Nov-24,09-May-82,44,1,08-Jul-25,22-Mar-25,Research & Development,Laboratory Technician,Yes,Frequently,No,Male,Married,Technical Degree,4,84212,3,3,Technical Skills,Internal,Failed,148.84,2,5,3
EMP0306,04-Aug-24,16-Sep-81,45,1,22-Oct-24,14-Jan-26,Human Resources,HR Manager,No,Rarely,No,Female,Married,Marketing,4,80829,7,24,Project Management,Internal,Passed,595.79,1,4,2
EMP0307,21-Mar-15,26-Feb-75,51,11,01-Jul-22,02-Nov-25,Research & Development,Laboratory Technician,No,Frequently,Yes,Male,Single,Marketing,5,61563,7,8,Customer Service,External,Passed,746.6,3,4,4
EMP0308,05-Jul-17,07-Jun-74,52,8,26-May-26,25-Sep-24,Sales,Sales Representative,No,Rarely,No,Female,Married,Human Resources,5,62067,2,16,Communication Skills,External,Incomplete,209.67,4,3,4
EMP0309,08-Sep-16,14-Jun-81,45,9,05-Feb-22,03-Mar-25,Research & Development,Research Scientist,Yes,Frequently,Yes,Male,Married,Technical Degree,2,111982,6,22,Communication Skills,Internal,Passed,725.39,3,4,5
EMP0310,06-May-18,28-Oct-02,24,8,13-Apr-20,11-Dec-25,Sales,Sales Executive,No,Travel,No,Male,Divorced,Medical,5,83997,7,7,Technical Skills,External,Completed,504.58,4,3,4
EMP0311,23-Oct-15,05-Dec-90,36,10,13-Apr-21,11-May-25,Research & Development,Research Director,No,Rarely,No,Male,Single,Medical,4,46563,4,18,Customer Service,Internal,Failed,830.4,5,3,5
EMP0312,13-Apr-23,18-May-03,23,3,25-Oct-23,25-May-25,Sales,Sales Representative,No,Rarely,No,Male,Divorced,Life Sciences,3,66999,5,9,Customer Service,Internal,Failed,580.23,3,4,5
EMP0313,28-Apr-18,24-Oct-67,59,8,30-Dec-24,23-Jan-26,Sales,Sales Representative,Yes,Frequently,Yes,Male,Married,Technical Degree,5,58297,1,3,Technical Skills,External,Passed,402.51,3,5,4
EMP0314,21-Aug-24,05-May-78,48,1,09-Jun-26,28-Feb-25,Human Resources,HR Manager,Yes,Rarely,Yes,Male,Divorced,Medical,4,62293,7,18,Leadership Development,Internal,Completed,398.79,3,1,3
EMP0315,10-Nov-17,08-Jun-92,34,8,24-Mar-21,25-Nov-25,Research & Development,Research Director,No,Frequently,No,Female,Married,Life Sciences,5,40410,2,16,Customer Service,External,Incomplete,907.74,4,2,3
EMP0316,09-Dec-15,27-Oct-80,46,10,10-May-16,02-Sep-24,Research & Development,Research Director,No,Rarely,Yes,Male,Married,Technical Degree,3,56761,6,21,Leadership Development,External,Passed,507.58,1,4,3
EMP0317,30-Nov-21,18-Aug-89,37,4,04-Jan-26,09-Jun-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Divorced,Technical Degree,1,101231,1,1,Leadership Development,External,Passed,465.18,4,4,4
EMP0318,07-Mar-23,11-Nov-63,63,3,30-May-26,08-Sep-25,Sales,Sales Executive,No,Travel,No,Male,Divorced,Human Resources,4,76581,3,21,Communication Skills,External,Passed,135.89,5,3,2
EMP0319,23-Nov-15,24-Aug-88,38,10,03-Mar-20,16-Nov-25,Sales,Sales Manager,No,Rarely,No,Female,Married,Technical Degree,2,30000,6,26,Communication Skills,External,Completed,427.89,3,3,3
EMP0320,10-Jan-23,16-Dec-63,63,3,19-Jun-23,03-Jul-25,Sales,Sales Executive,No,Frequently,No,Female,Single,Other,4,89334,3,20,Project Management,Internal,Failed,864.66,4,3,3
EMP0321,17-Sep-19,24-Mar-75,51,6,03-May-20,01-Feb-26,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Other,3,86792,3,16,Communication Skills,Internal,Passed,784.89,1,4,1
EMP0322,06-Aug-20,05-Mar-82,44,5,06-May-24,10-May-26,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Married,Human Resources,4,57814,5,12,Customer Service,Internal,Passed,298.82,4,5,3
EMP0323,22-Apr-17,06-Aug-70,56,9,17-Mar-21,03-Jul-24,Research & Development,Research Director,No,Rarely,No,Male,Single,Technical Degree,2,79345,3,6,Customer Service,External,Failed,471.75,3,1,2
EMP0324,07-Dec-22,02-Nov-70,56,3,14-May-25,06-Nov-24,Sales,Sales Executive,No,Rarely,No,Female,Single,Medical,3,47812,7,28,Leadership Development,Internal,Incomplete,276.92,4,5,4
EMP0325,12-Feb-24,27-Jan-71,55,2,13-Apr-25,11-Apr-26,Human Resources,HR Generalist,No,Rarely,No,Male,Divorced,Other,4,55594,1,21,Customer Service,External,Failed,958.8,4,3,3
EMP0326,20-Jun-18,02-Nov-00,26,7,26-Oct-19,28-Aug-25,Research & Development,Laboratory Technician,No,Rarely,Yes,Female,Single,Medical,3,94970,2,9,Communication Skills,External,Passed,638.31,2,3,5
EMP0327,23-Apr-20,05-Jul-04,22,6,07-Nov-22,23-Jan-26,Research & Development,Research Director,No,Rarely,No,Male,Married,Medical,4,59565,7,21,Communication Skills,External,Passed,778.92,4,4,2
EMP0328,24-Aug-18,03-Apr-64,62,7,18-Dec-25,18-Feb-26,Research & Development,Research Director,No,Rarely,No,Male,Single,Marketing,5,30000,5,13,Communication Skills,External,Failed,742.43,4,4,5
EMP0329,21-Dec-18,07-Jan-95,31,7,22-Sep-25,20-Feb-25,Research & Development,Laboratory Technician,No,Frequently,No,Male,Single,Life Sciences,4,63733,2,24,Technical Skills,External,Passed,886.32,3,1,4
EMP0330,31-Mar-24,12-Aug-72,54,2,11-Apr-24,27-Feb-25,Sales,Area Sales Manager,No,Rarely,No,Male,Single,Other,5,63428,3,12,Customer Service,Internal,Completed,954.4,5,4,4
EMP0331,23-Jul-15,21-Oct-01,25,10,31-Aug-22,09-Apr-25,Research & Development,Research Scientist,Yes,Rarely,Yes,Female,Single,Technical Degree,2,88967,4,13,Project Management,External,Failed,129.2,1,4,4
EMP0332,09-Jan-19,16-Oct-62,64,7,10-Feb-26,18-Dec-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Married,Technical Degree,3,65286,6,18,Customer Service,Internal,Passed,977.77,4,2,3
EMP0333,14-Jun-22,01-Aug-62,64,3,05-Aug-24,25-Jun-25,Sales,Sales Executive,No,Rarely,No,Male,Divorced,Technical Degree,5,56568,5,19,Customer Service,Internal,Failed,883.49,3,2,2
EMP0334,26-Mar-24,18-Sep-04,22,2,20-May-24,29-Oct-25,Sales,Area Sales Manager,No,Frequently,No,Male,Single,Marketing,4,85901,3,19,Technical Skills,External,Completed,444.65,4,3,4
EMP0335,25-Jul-20,01-Jan-78,48,5,25-Dec-23,13-Aug-25,Sales,Sales Manager,No,Rarely,No,Male,Married,Life Sciences,4,67415,5,19,Customer Service,External,Failed,853.36,3,4,5
EMP0336,25-Dec-20,09-Dec-71,55,5,03-Dec-23,01-Oct-24,Sales,Sales Representative,No,Rarely,Yes,Female,Married,Technical Degree,4,49999,4,6,Leadership Development,External,Completed,762.9,3,3,5
EMP0337,28-Jul-18,01-May-70,56,7,12-Jan-19,02-Jan-26,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Male,Divorced,Human Resources,4,88099,1,16,Communication Skills,External,Failed,813.8,1,4,4
EMP0338,04-Jun-17,22-Dec-72,54,9,01-Jan-21,27-Aug-24,Research & Development,Laboratory Technician,No,Rarely,No,Male,Married,Marketing,1,68873,7,7,Communication Skills,External,Completed,298.62,4,4,4
EMP0339,31-Jul-23,04-Mar-77,49,2,01-Jun-24,23-Sep-24,Research & Development,Laboratory Technician,No,Frequently,No,Female,Married,Human Resources,4,65058,1,7,Technical Skills,Internal,Completed,683.71,4,4,4
EMP0340,14-Nov-15,05-Sep-98,28,10,14-Jul-19,19-Dec-25,Sales,Sales Representative,No,Rarely,No,Female,Married,Medical,4,68558,6,28,Communication Skills,External,Passed,123.33,4,4,4
EMP0341,22-Jul-25,20-Apr-89,37,0,05-Apr-26,28-Oct-24,Research & Development,Research Director,No,Frequently,No,Female,Divorced,Medical,4,43586,1,23,Leadership Development,External,Passed,863.41,5,3,5
EMP0342,28-Dec-19,27-May-71,55,6,19-Jun-22,22-Nov-24,Research & Development,Laboratory Technician,No,Rarely,No,Male,Single,Life Sciences,5,54446,7,28,Technical Skills,External,Incomplete,955.94,5,5,3
EMP0343,23-Jun-19,26-May-82,44,6,11-Mar-21,19-Oct-25,Sales,Area Sales Manager,No,Rarely,Yes,Male,Married,Marketing,3,65071,7,19,Project Management,Internal,Incomplete,695.91,4,4,5
EMP0344,28-Apr-25,12-Feb-79,47,1,23-May-25,15-Mar-26,Research & Development,Laboratory Technician,No,Travel,No,Female,Divorced,Human Resources,3,61106,4,16,Communication Skills,Internal,Completed,561.4,4,4,3
EMP0345,04-Nov-22,19-Aug-79,47,3,16-Jan-25,16-Apr-25,Research & Development,Laboratory Technician,No,Rarely,No,Female,Married,Human Resources,5,90448,2,17,Customer Service,External,Completed,753.16,1,4,4
EMP0346,05-Nov-21,08-Dec-89,37,4,05-May-24,24-Dec-24,Research & Development,Laboratory Technician,No,Rarely,No,Male,Married,Marketing,4,69348,4,22,Leadership Development,Internal,Passed,393.73,5,4,5
EMP0347,08-Feb-20,27-Nov-85,41,6,06-Oct-25,27-Jan-25,Research & Development,Laboratory Technician,No,Rarely,No,Male,Married,Technical Degree,4,82098,4,19,Leadership Development,External,Failed,663.75,5,3,5
EMP0348,01-Jan-20,28-Nov-99,27,6,03-Jan-21,02-Nov-25,Sales,Sales Manager,No,Rarely,No,Female,Single,Human Resources,2,65187,3,16,Communication Skills,Internal,Incomplete,747.08,1,3,4
EMP0349,13-Jul-15,03-Jan-63,63,10,07-Jan-18,14-Oct-24,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Medical,3,86125,1,29,Project Management,Internal,Incomplete,228.41,4,3,3
EMP0350,02-May-19,13-Jul-79,47,7,05-Mar-24,12-Feb-25,Research & Development,Research Director,Yes,Rarely,Yes,Male,Married,Life Sciences,4,72950,5,16,Customer Service,External,Passed,226.06,5,5,3
EMP0351,09-Dec-23,02-Aug-69,57,2,30-Sep-24,23-Feb-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Other,3,65268,7,19,Project Management,Internal,Passed,744.52,2,4,2
EMP0352,13-May-22,23-Jan-64,62,4,28-Jul-24,30-Aug-25,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Female,Married,Technical Degree,5,64734,6,15,Project Management,External,Failed,488.6,3,2,4
EMP0353,01-Apr-21,16-Feb-94,32,5,29-Jan-22,28-May-26,Research & Development,Research Scientist,No,Rarely,Yes,Male,Divorced,Other,5,45911,2,3,Communication Skills,Internal,Failed,900.28,3,4,4
EMP0354,22-Jul-16,26-Nov-77,49,9,14-Jan-18,30-Mar-25,Sales,Sales Manager,No,Rarely,No,Male,Single,Medical,5,75138,7,15,Customer Service,Internal,Passed,380.74,3,1,4
EMP0355,05-Apr-21,28-Oct-83,43,5,22-Feb-23,02-Oct-25,Sales,Sales Representative,Yes,Rarely,Yes,Female,Married,Human Resources,3,64195,5,25,Communication Skills,Internal,Failed,138.19,1,3,4
EMP0356,16-Nov-22,02-Sep-98,28,3,04-May-23,01-Oct-25,Research & Development,Research Director,No,Rarely,No,Female,Married,Medical,4,54960,3,28,Communication Skills,External,Passed,684.89,3,3,4
EMP0357,19-Dec-23,28-Apr-90,36,2,19-Apr-25,11-Jul-25,Sales,Sales Executive,Yes,Travel,No,Female,Married,Medical,3,87129,3,16,Leadership Development,Internal,Completed,715.82,3,4,4
EMP0358,05-Jun-22,09-Aug-68,58,4,18-Aug-25,24-Mar-25,Research & Development,Research Director,No,Rarely,No,Female,Single,Technical Degree,3,39995,2,20,Communication Skills,External,Completed,598.23,5,5,5
EMP0359,15-Aug-15,22-Feb-02,24,10,23-Dec-23,26-Oct-24,Human Resources,Recruiter,No,Frequently,No,Male,Married,Medical,1,56550,5,5,Technical Skills,External,Completed,715.0,3,5,1
EMP0360,02-Aug-17,19-Sep-87,39,8,19-Feb-18,27-Oct-25,Research & Development,Research Director,Yes,Rarely,Yes,Male,Divorced,Life Sciences,3,85554,2,19,Customer Service,External,Completed,571.38,3,2,5
EMP0361,09-Nov-20,06-Jan-62,64,5,06-Dec-23,14-Oct-24,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Married,Medical,5,71310,2,10,Leadership Development,External,Failed,723.37,3,4,3
EMP0362,02-Jan-19,07-Jan-84,42,7,25-Jun-23,10-Jan-26,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Male,Divorced,Life Sciences,3,64042,1,13,Customer Service,Internal,Completed,139.54,2,5,4
EMP0363,14-Dec-20,25-Mar-67,59,5,04-Jun-22,01-Nov-24,Research & Development,Manufacturing Director,No,Rarely,No,Male,Widowed,Human Resources,3,70020,5,15,Leadership Development,Internal,Failed,431.56,5,3,5
EMP0364,10-Nov-15,10-Feb-79,47,10,23-Oct-16,06-Jun-26,Research & Development,Laboratory Technician,No,Rarely,Yes,Female,Single,Marketing,5,68588,1,12,Technical Skills,External,Incomplete,289.74,5,4,3
EMP0365,07-Jun-17,08-Oct-94,32,9,25-Nov-21,10-Apr-25,Human Resources,Healthcare Representative,No,Rarely,No,Male,Single,Life Sciences,1,34666,7,17,Communication Skills,Internal,Passed,189.39,4,5,2
EMP0366,29-Sep-24,22-Jul-68,58,1,24-Feb-26,27-Apr-26,Research & Development,Laboratory Technician,Yes,Rarely,No,Male,Widowed,Life Sciences,4,58014,1,15,Leadership Development,External,Incomplete,310.68,3,4,3
EMP0367,02-Oct-22,13-Jun-70,56,3,09-Mar-25,01-May-26,Human Resources,HR Manager,No,Travel,No,Male,Widowed,Life Sciences,3,97330,7,28,Leadership Development,External,Passed,272.18,4,3,3
EMP0368,13-Jan-22,24-Dec-96,30,4,16-May-26,15-Feb-25,Human Resources,Recruiter,No,Rarely,Yes,Female,Single,Technical Degree,1,51813,6,4,Leadership Development,Internal,Passed,975.82,3,5,4
EMP0369,14-Oct-24,24-Sep-99,27,1,24-Feb-25,11-Jan-25,Sales,Sales Representative,No,Rarely,No,Male,Single,Life Sciences,5,58633,1,15,Technical Skills,External,Failed,357.89,1,5,2
EMP0370,05-Aug-17,04-Jan-82,44,8,20-Feb-26,08-May-26,Sales,Sales Representative,No,Frequently,Yes,Male,Single,Human Resources,2,54167,4,17,Customer Service,External,Failed,307.86,3,4,2
EMP0371,22-Aug-23,27-Apr-77,49,2,24-May-24,02-Apr-25,Sales,Sales Executive,No,Rarely,Yes,Male,Widowed,Life Sciences,4,63259,3,27,Technical Skills,Internal,Passed,851.39,5,3,4
EMP0372,07-Apr-19,20-Jun-00,26,7,27-Aug-24,15-Dec-24,Sales,Sales Representative,No,Rarely,No,Female,Single,Medical,3,53337,3,11,Leadership Development,External,Failed,477.2,2,4,4
EMP0373,17-Sep-20,13-Oct-65,61,5,07-Dec-22,04-May-25,Sales,Area Sales Manager,No,Rarely,No,Male,Married,Other,2,74734,4,23,Leadership Development,Internal,Completed,479.32,4,3,4
EMP0374,30-Dec-15,21-Jan-84,42,10,19-Jun-21,06-Feb-25,Research & Development,Research Director,No,Travel,No,Male,Divorced,Human Resources,1,68946,7,23,Communication Skills,External,Passed,499.23,1,3,4
EMP0375,12-Oct-24,16-Aug-87,39,1,20-Nov-25,28-Jun-24,Sales,Sales Executive,No,Frequently,Yes,Male,Single,Life Sciences,2,80470,7,15,Technical Skills,External,Failed,474.88,2,4,4
EMP0376,14-Jan-15,18-Jun-90,36,11,08-Jun-19,03-Mar-26,Sales,Sales Representative,No,Rarely,No,Male,Married,Human Resources,2,43981,2,20,Technical Skills,External,Passed,393.91,4,5,2
EMP0377,03-Jun-19,06-Jul-80,46,7,17-Sep-25,05-Mar-25,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Female,Single,Marketing,4,58193,5,21,Project Management,External,Failed,357.71,3,5,4
EMP0378,03-Mar-23,22-Oct-61,65,3,08-Feb-26,20-Jan-25,Sales,Area Sales Manager,No,Travel,No,Female,Divorced,Human Resources,4,60485,5,26,Customer Service,External,Completed,893.76,5,4,5
EMP0379,03-Sep-24,25-Feb-80,46,1,13-May-25,08-Oct-25,Research & Development,Laboratory Technician,No,Rarely,No,Female,Single,Technical Degree,3,74112,5,7,Project Management,External,Passed,245.54,3,4,3
EMP0380,27-Jul-16,26-May-65,61,9,15-Apr-19,18-Mar-26,Sales,Sales Executive,No,Rarely,Yes,Male,Married,Technical Degree,4,49135,1,13,Project Management,External,Incomplete,262.96,2,3,4
EMP0381,28-May-22,03-Dec-89,37,4,21-Oct-22,17-Nov-24,Sales,Sales Representative,No,Rarely,No,Female,Married,Other,5,83313,5,22,Customer Service,External,Failed,614.55,4,5,5
EMP0382,15-Jan-22,05-May-99,27,4,14-Jul-23,30-May-26,Research & Development,Manufacturing Director,No,Rarely,No,Male,Single,Medical,5,88728,5,13,Communication Skills,External,Completed,409.29,4,4,5
EMP0383,17-Oct-17,26-Dec-80,46,8,13-Aug-22,02-Jul-24,Research & Development,Research Director,Yes,Rarely,Yes,Male,Single,Technical Degree,4,45222,7,20,Communication Skills,External,Completed,479.38,1,5,4
EMP0384,26-Sep-21,24-Mar-64,62,4,20-Jul-23,21-Apr-25,Research & Development,Research Director,No,Rarely,Yes,Female,Married,Marketing,5,55182,5,20,Customer Service,External,Incomplete,825.89,4,4,4
EMP0385,17-May-26,12-Jun-80,46,0,07-Jun-26,31-Oct-25,Research & Development,Research Scientist,No,Rarely,Yes,Male,Single,Life Sciences,3,54361,3,2,Customer Service,External,Passed,913.27,4,4,4
EMP0386,08-Dec-21,01-Feb-98,28,4,01-Mar-25,27-Jan-26,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Divorced,Life Sciences,3,117647,4,10,Technical Skills,External,Passed,811.5,2,5,4
EMP0387,28-Feb-24,12-Aug-85,41,2,29-May-24,09-Jun-25,Sales,Sales Representative,No,Frequently,No,Male,Divorced,Life Sciences,4,56401,6,18,Technical Skills,Internal,Failed,311.44,5,3,4
EMP0388,26-Apr-22,05-Feb-87,39,4,12-Dec-22,13-Aug-25,Sales,Sales Representative,No,Rarely,No,Male,Married,Technical Degree,4,98552,7,28,Technical Skills,External,Incomplete,981.97,3,1,3
EMP0389,10-Jan-24,14-Mar-99,27,2,27-Nov-25,10-Oct-25,Research & Development,Research Scientist,No,Rarely,Yes,Male,Married,Technical Degree,4,39667,2,20,Technical Skills,External,Passed,426.86,2,3,3
EMP0390,19-Aug-21,18-Sep-76,50,4,14-Dec-23,17-Aug-24,Research & Development,Laboratory Technician,No,Rarely,Yes,Female,Married,Technical Degree,4,45206,4,5,Leadership Development,External,Incomplete,252.16,4,5,3
EMP0391,08-Nov-17,04-Jul-72,54,8,08-Aug-22,11-Mar-26,Human Resources,Healthcare Representative,No,Rarely,No,Male,Divorced,Life Sciences,5,51267,5,20,Leadership Development,Internal,Passed,549.55,2,4,3
EMP0392,21-Apr-19,12-Feb-03,23,7,26-May-23,26-May-26,Research & Development,Research Scientist,Yes,Rarely,No,Female,Married,Marketing,5,48086,2,19,Communication Skills,External,Passed,752.76,4,4,4
